Timestamp,CP_ID,Message_Type,Label
2025-12-11T22:07:07.654351,CP_003,MeterValues,attack_meta
2025-12-11T22:07:07.656170,CP_004,MeterValues,attack_meta
2025-12-11T22:07:07.658373,CP_005,MeterValues,attack_meta
2025-12-11T22:07:07.660794,CP_006,MeterValues,attack_meta
2025-12-11T22:07:07.663512,CP_007,MeterValues,attack_meta
2025-12-11T22:07:07.665982,CP_008,MeterValues,attack_meta
2025-12-11T22:07:07.667972,CP_009,MeterValues,attack_meta
2025-12-11T22:07:07.669531,CP_010,MeterValues,attack_meta
2025-12-11T22:07:08.675649,CP_001,MeterValues,attack_meta
2025-12-11T22:07:08.677481,CP_002,MeterValues,attack_meta
2025-12-11T22:07:08.679874,CP_003,MeterValues,attack_meta
2025-12-11T22:07:08.681382,CP_004,MeterValues,attack_meta
2025-12-11T22:07:08.682868,CP_005,MeterValues,attack_meta
2025-12-11T22:07:08.684465,CP_006,MeterValues,attack_meta
2025-12-11T22:07:08.687078,CP_007,MeterValues,attack_meta
2025-12-11T22:07:08.689276,CP_008,MeterValues,attack_meta
2025-12-11T22:07:08.692687,CP_009,MeterValues,attack_meta
2025-12-11T22:07:08.694894,CP_010,MeterValues,attack_meta
2025-12-11T22:07:09.701229,CP_001,MeterValues,attack_meta
2025-12-11T22:07:09.702767,CP_002,MeterValues,attack_meta
2025-12-11T22:07:09.704201,CP_003,MeterValues,attack_meta
2025-12-11T22:07:09.705677,CP_004,MeterValues,attack_meta
2025-12-11T22:07:09.708105,CP_005,MeterValues,attack_meta
2025-12-11T22:07:09.711091,CP_006,MeterValues,attack_meta
